property_type,place_with_parent_names,region,lat-lon,area_m2,price_usd
apartment,|Brasil|Minas Gerais|Belo Horizonte|Buritis|,Southeast,"-19.9713,-43.969574",106,154465.45
apartment,|Brasil|Minas Gerais|Belo Horizonte|Cidade Nova|,Southeast,"-19.892237,-43.927166",155,156025.71
apartment,|Brasil|Minas Gerais|Belo Horizonte|Buritis|,Southeast,,125,134182.11
apartment,|Brasil|Minas Gerais|Belo Horizonte|Castelo|,Southeast,"-19.879841,-43.991804",57,95487.73
apartment,|Brasil|Minas Gerais|Belo Horizonte|São Bento|,Southeast,"-19.957218,-43.94804",110,133870.06
apartment,|Brasil|Minas Gerais|Belo Horizonte|São Bento|,Southeast,"-19.961142,-43.965134",80,140423.14
apartment,|Brasil|Minas Gerais|Belo Horizonte|Castelo|,Southeast,"-19.880213,-43.991723",72,115459.02
apartment,|Brasil|Minas Gerais|Belo Horizonte|Buritis|,Southeast,"-19.968262,-43.968708",140,277725.76
apartment,|Brasil|Minas Gerais|Uberlândia|,Southeast,"-18.933544,-48.288593",142,207514.19
apartment,|Brasil|Minas Gerais|Belo Horizonte|Serra|,Southeast,"-19.941496,-43.922215",160,218435.99
apartment,|Brasil|Minas Gerais|Belo Horizonte|Santa Lúcia|,Southeast,"-19.960369,-43.948536",100,168507.77
house,|Brasil|Minas Gerais|Belo Horizonte|,Southeast,"-19.875216,-43.935848",208,514884.85
apartment,|Brasil|Minas Gerais|Belo Horizonte|São Pedro|,Southeast,"-19.950008,-43.938229",73,141085
house,|Brasil|Minas Gerais|Poços de Caldas|,Southeast,"-21.7949747,-46.5887044",250,236727.47
apartment,|Brasil|Minas Gerais|Belo Horizonte|Buritis|,Southeast,"-19.976994,-43.974663",106,143543.65
apartment,|Brasil|Minas Gerais|Belo Horizonte|Sion|,Southeast,"-19.956665,-43.938538",110,296448.85
apartment,|Brasil|Minas Gerais|Belo Horizonte|Grajaú|,Southeast,"-19.936226,-43.968315",95,171628.28
apartment,|Brasil|Minas Gerais|Belo Horizonte|Luxemburgo|,Southeast,"-19.943445,-43.954422",90,156025.71
apartment,|Brasil|Minas Gerais|Belo Horizonte|Serra|,Southeast,"-19.942339,-43.923336",69,168507.77
apartment,|Brasil|Minas Gerais|Belo Horizonte|,Southeast,"-19.869539,-43.916245",90,140423.14
apartment,|Brasil|Minas Gerais|Belo Horizonte|Coração Eucarístico|,Southeast,"-19.912947,-43.984196",90,106097.48
apartment,|Brasil|Minas Gerais|Belo Horizonte|,Southeast,"-19.878443,-43.931664",218,372333.2
apartment,|Brasil|Minas Gerais|Belo Horizonte|Gutierrez|,Southeast,"-19.953283,-43.96394",175,202833.42
apartment,|Brasil|Minas Gerais|Belo Horizonte|Cidade Jardim|,Southeast,"-19.948797,-43.956356",85,207514.19
apartment,|Brasil|Minas Gerais|Belo Horizonte|Jaraguá|,Southeast,"-19.87273,-43.957291",76,121450.41
apartment,|Brasil|Minas Gerais|Belo Horizonte|Gutierrez|,Southeast,"-19.936554,-43.957184",130,180989.82
apartment,|Brasil|Minas Gerais|Belo Horizonte|Centro|,Southeast,"-19.917288,-43.93536",100,102976.97
apartment,|Brasil|Minas Gerais|Belo Horizonte|Sion|,Southeast,"-19.956665,-43.938538",105,145103.91
apartment,|Brasil|Minas Gerais|Belo Horizonte|Buritis|,Southeast,,106,180989.82
apartment,|Brasil|Minas Gerais|Belo Horizonte|Coração de Jesus|,Southeast,"-19.944471,-43.950581",100,154465.45
apartment,|Brasil|Minas Gerais|Belo Horizonte|Serra|,Southeast,"-19.941496,-43.922215",109,202833.42
apartment,|Brasil|Minas Gerais|Belo Horizonte|,Southeast,"-19.907988,-43.941303",70,81133.37
apartment,|Brasil|Minas Gerais|Belo Horizonte|Cidade Jardim|,Southeast,"-19.946089,-43.953053",200,196592.39
apartment,|Brasil|Minas Gerais|Belo Horizonte|,Southeast,"-19.937578,-43.967274",90,168507.77
apartment,|Brasil|Minas Gerais|Belo Horizonte|Santo Agostinho|,Southeast,"-19.929045,-43.966324",170,433751.48
apartment,|Brasil|Minas Gerais|Belo Horizonte|Sion|,Southeast,,120,296448.85
apartment,|Brasil|Minas Gerais|Belo Horizonte|Prado|,Southeast,"-19.925079,-43.96394",136,280846.28
apartment,|Brasil|Minas Gerais|Uberlândia|,Southeast,"-18.922094,-48.255676",96,146664.17
apartment,|Brasil|Minas Gerais|Belo Horizonte|Sagrada Família|,Southeast,"-19.903071,-43.926108",130,185670.59
apartment,|Brasil|Minas Gerais|Belo Horizonte|,Southeast,"-19.865603,-43.952621",78,140360.73
apartment,|Brasil|Minas Gerais|Belo Horizonte|Castelo|,Southeast,"-19.890201,-43.99564",88,101416.71
apartment,|Brasil|Minas Gerais|Belo Horizonte|Cidade Nova|,Southeast,,70,112338.51
apartment,|Brasil|Minas Gerais|Belo Horizonte|Luxemburgo|,Southeast,"-19.950899,-43.95536",115,274605.25
apartment,|Brasil|Minas Gerais|Belo Horizonte|Funcionários|,Southeast,"-19.934652,-43.932949",102,277725.76
apartment,|Brasil|Minas Gerais|Belo Horizonte|Lourdes|,Southeast,"-19.934652,-43.932949",123,249641.14
apartment,|Brasil|Minas Gerais|Belo Horizonte|Buritis|,Southeast,"-19.970627,-43.972694",230,249641.14
apartment,|Brasil|Minas Gerais|Belo Horizonte|Buritis|,Southeast,"-19.968262,-43.968708",100,143543.65
apartment,|Brasil|Minas Gerais|Belo Horizonte|Sagrada Família|,Southeast,"-19.909861,-43.925758",65,123260.31
apartment,|Brasil|Minas Gerais|Belo Horizonte|Serra|,Southeast,"-19.941496,-43.922215",146,165387.25
apartment,|Brasil|Minas Gerais|Belo Horizonte|,Southeast,"-19.906776,-43.965393",78,109217.99
apartment,|Brasil|Minas Gerais|Belo Horizonte|Sagrada Família|,Southeast,"-19.899199,-43.922127",75,137302.62
apartment,|Brasil|Minas Gerais|Belo Horizonte|São Lucas|,Southeast,,120,154465.45
apartment,|Brasil|Minas Gerais|Belo Horizonte|Cidade Nova|,Southeast,"-19.890249,-43.925018",85,121700.05
apartment,|Brasil|Minas Gerais|Belo Horizonte|,Southeast,"-19.942406,-43.945946",85,152905.19
apartment,|Brasil|Minas Gerais|Belo Horizonte|Funcionários|,Southeast,"-19.934652,-43.932949",120,234038.56
apartment,|Brasil|Minas Gerais|Belo Horizonte|Funcionários|,Southeast,,105,405666.85
apartment,|Brasil|Minas Gerais|Belo Horizonte|Funcionários|,Southeast,"-19.934652,-43.932949",60,146664.17
apartment,|Brasil|Minas Gerais|Belo Horizonte|Lourdes|,Southeast,"-19.930971,-43.94487",59,237102.91
apartment,|Brasil|Minas Gerais|Belo Horizonte|Sion|,Southeast,"-19.955456,-43.934349",130,243400.11
apartment,|Brasil|Minas Gerais|Nova Lima|Vila da Serra|,Southeast,"-19.977847,-43.939234",77,195032.14
apartment,|Brasil|Minas Gerais|Belo Horizonte|Estoril|,Southeast,"-19.961142,-43.965134",75,124820.57
apartment,|Brasil|Minas Gerais|Nova Lima|Vila da Serra|,Southeast,"-19.978713,-43.94251",126,311739.37
house,|Brasil|Minas Gerais|Belo Horizonte|Caiçaras|,Southeast,"-19.904806,-43.968708",149,452474.56
apartment,|Brasil|Minas Gerais|Belo Horizonte|Floresta|,Southeast,"-19.885065,-43.922215",80,137302.62
apartment,|Brasil|Minas Gerais|Belo Horizonte|Santa Efigênia|,Southeast,"-19.934652,-43.932949",95,249641.14
apartment,|Brasil|Minas Gerais|Belo Horizonte|Funcionários|,Southeast,"-19.934652,-43.932949",130,146664.17
apartment,|Brasil|Minas Gerais|Belo Horizonte|Sion|,Southeast,"-19.956898,-43.936726",130,249641.14
apartment,|Brasil|Minas Gerais|Belo Horizonte|Jardim América|,Southeast,"-19.937941,-43.978195",90,135742.37
house,|Brasil|Minas Gerais|Belo Horizonte|,Southeast,"-19.884584,-43.93425",120,171628.28
apartment,|Brasil|Minas Gerais|Uberlândia|,Southeast,"-18.890899,-48.268809",94,87374.39
apartment,|Brasil|Minas Gerais|Belo Horizonte|Vila Paris|,Southeast,,75,96423.89
apartment,|Brasil|Minas Gerais|Belo Horizonte|Gutierrez|,Southeast,"-19.935884,-43.955601",154,496161.76
apartment,|Brasil|Minas Gerais|Belo Horizonte|Buritis|,Southeast,"-19.961142,-43.965134",95,121700.05
apartment,|Brasil|Minas Gerais|Belo Horizonte|Buritis|,Southeast,"-19.970627,-43.972694",81,140423.14
apartment,|Brasil|Minas Gerais|Belo Horizonte|Serra|,Southeast,"-19.941496,-43.922215",90,152905.19
apartment,|Brasil|Minas Gerais|Belo Horizonte|Anchieta|,Southeast,"-19.950006,-43.928867",90,162266.74
apartment,|Brasil|Minas Gerais|Belo Horizonte|,Southeast,"-19.865444,-43.94529",80,121700.05
apartment,|Brasil|Minas Gerais|Belo Horizonte|Padre Eustáquio|,Southeast,"-19.920895,-43.978848",103,152593.14
apartment,|Brasil|Minas Gerais|Nova Lima|Vila da Serra|,Southeast,"-20.108986,-43.905514",92,205953.94
apartment,|Brasil|Minas Gerais|Poços de Caldas|,Southeast,"-18.512178,-44.5550308",69,84906.25
apartment,|Brasil|Minas Gerais|Belo Horizonte|Silveira|,Southeast,,110,129501.34
apartment,|Brasil|Minas Gerais|Belo Horizonte|,Southeast,,105,140423.14
apartment,|Brasil|Minas Gerais|Belo Horizonte|Santo Agostinho|,Southeast,"-19.928505,-43.953594",146,452474.56
apartment,|Brasil|Minas Gerais|Belo Horizonte|Sion|,Southeast,"-19.950262,-43.93475",90,201273.16
apartment,|Brasil|Minas Gerais|Belo Horizonte|Funcionários|,Southeast,,180,343256.56
apartment,|Brasil|Minas Gerais|Belo Horizonte|Padre Eustáquio|,Southeast,,174,202833.42
apartment,|Brasil|Minas Gerais|Belo Horizonte|Sion|,Southeast,"-19.950008,-43.938229",62,136986.51
apartment,|Brasil|Minas Gerais|Belo Horizonte|Sion|,Southeast,"-19.95405,-43.937145",125,155401.61
apartment,|Brasil|Minas Gerais|Belo Horizonte|Castelo|,Southeast,"-19.875681,-43.997414",82,140423.14
apartment,|Brasil|Minas Gerais|Belo Horizonte|Lourdes|,Southeast,"-19.930971,-43.94487",64,199712.91
apartment,|Brasil|Minas Gerais|Belo Horizonte|Cidade Nova|,Southeast,"-19.885361,-43.925041",100,155401.61
apartment,|Brasil|Minas Gerais|Belo Horizonte|Floresta|,Southeast,"-19.907,-43.929871",164,237159.08
apartment,|Brasil|Minas Gerais|Belo Horizonte|Buritis|,Southeast,"-19.974228,-43.963299",106,180989.82
apartment,|Brasil|Minas Gerais|Belo Horizonte|Buritis|,Southeast,"-19.974228,-43.963299",150,358859.13
apartment,|Brasil|Minas Gerais|Belo Horizonte|Buritis|,Southeast,"-19.979595,-43.966721",105,137302.62
apartment,|Brasil|Minas Gerais|Belo Horizonte|Buritis|,Southeast,"-19.971008,-43.968487",147,274605.25
apartment,|Brasil|Minas Gerais|Belo Horizonte|Funcionários|,Southeast,,146,521125.88
apartment,|Brasil|Minas Gerais|Belo Horizonte|Buritis|,Southeast,"-19.979929,-43.975361",106,174748.79
apartment,|Brasil|Minas Gerais|Poços de Caldas|,Southeast,,80,78909.15
house,|Brasil|Minas Gerais|Belo Horizonte|Planalto|,Southeast,,130,154465.45
apartment,|Brasil|Minas Gerais|Belo Horizonte|,Southeast,"-19.933819,-43.976162",84,117019.28
apartment,|Brasil|Minas Gerais|Belo Horizonte|Buritis|,Southeast,,105,131061.59
apartment,|Brasil|Minas Gerais|Belo Horizonte|Jaraguá|,Southeast,"-19.86084,-43.953293",85,156025.71
apartment,|Brasil|Minas Gerais|Belo Horizonte|Belvedere|,Southeast,"-19.976337,-43.94408",102,251201.39
apartment,|Brasil|Minas Gerais|Belo Horizonte|,Southeast,"-19.855978,-43.955601",120,131061.59
apartment,|Brasil|Minas Gerais|Belo Horizonte|Buritis|,Southeast,"-19.968262,-43.968708",149,224677.02
apartment,|Brasil|Minas Gerais|Belo Horizonte|Gutierrez|,Southeast,"-19.938009,-43.958969",160,177869.31
apartment,|Brasil|Minas Gerais|Belo Horizonte|Dona Clara|,Southeast,"-19.859285,-43.941013",55,90494.91
apartment,|Brasil|Minas Gerais|Belo Horizonte|Luxemburgo|,Southeast,"-19.948294,-43.953911",165,421269.42
apartment,|Brasil|Minas Gerais|Belo Horizonte|Buritis|,Southeast,"-19.972963,-43.968342",115,146664.17
apartment,|Brasil|Minas Gerais|Belo Horizonte|Sion|,Southeast,"-19.956898,-43.936726",140,296448.85
apartment,|Brasil|Minas Gerais|Belo Horizonte|Cidade Jardim|,Southeast,"-19.949526,-43.958916",140,390064.28
apartment,|Brasil|Minas Gerais|Belo Horizonte|Sagrada Família|,Southeast,"-19.896973,-43.926655",95,104537.22
apartment,|Brasil|Minas Gerais|Belo Horizonte|Serra|,Southeast,"-19.933561,-43.917446",87,123260.31
apartment,|Brasil|Minas Gerais|Belo Horizonte|Funcionários|,Southeast,"-19.934652,-43.932949",98,280846.28
apartment,|Brasil|Minas Gerais|Belo Horizonte|,Southeast,,157,338887.84
apartment,|Brasil|Minas Gerais|Belo Horizonte|Serra|,Southeast,"-19.941496,-43.922215",70,81133.37
apartment,|Brasil|Minas Gerais|Belo Horizonte|Funcionários|,Southeast,"-19.934652,-43.932949",103,90494.91
apartment,|Brasil|Minas Gerais|Belo Horizonte|Buritis|,Southeast,"-19.971008,-43.968487",92,152905.19
apartment,|Brasil|Minas Gerais|Belo Horizonte|Buritis|,Southeast,"-19.970627,-43.972694",120,199712.91
apartment,|Brasil|Minas Gerais|Belo Horizonte|Luxemburgo|,Southeast,,80,98296.19
apartment,|Brasil|Minas Gerais|Belo Horizonte|São Pedro|,Southeast,"-19.94817,-43.936829",120,171628.28
apartment,|Brasil|Minas Gerais|Belo Horizonte|Centro|,Southeast,"-19.925392,-43.940102",226,265243.71
apartment,|Brasil|Minas Gerais|Belo Horizonte|Cidade Jardim|,Southeast,,70,196592.39
apartment,|Brasil|Minas Gerais|Belo Horizonte|Gutierrez|,Southeast,"-19.938866,-43.959209",140,134182.11
apartment,|Brasil|Minas Gerais|Belo Horizonte|Cidade Jardim|,Southeast,"-19.949297,-43.955235",57,162266.74
apartment,|Brasil|Minas Gerais|Belo Horizonte|Buritis|,Southeast,,86,171628.28
apartment,|Brasil|Minas Gerais|Belo Horizonte|,Southeast,"-19.937393,-43.977985",97,112338.51
house,|Brasil|Minas Gerais|Belo Horizonte|,Southeast,"-19.85939,-43.98975",115,358859.13
apartment,|Brasil|Minas Gerais|Belo Horizonte|Sion|,Southeast,"-19.950262,-43.93475",90,203148.8
apartment,|Brasil|Minas Gerais|Belo Horizonte|,Southeast,"-19.869539,-43.916245",147,137302.62
apartment,|Brasil|Minas Gerais|Belo Horizonte|Gutierrez|,Southeast,"-19.936554,-43.957184",190,308930.91
apartment,|Brasil|Minas Gerais|Belo Horizonte|Nova Suíssa|,Southeast,"-19.932606,-43.981447",80,130125.44
apartment,|Brasil|Minas Gerais|Belo Horizonte|Centro|,Southeast,"-19.922459,-43.946449",145,143543.65
apartment,|Brasil|Minas Gerais|Uberlândia|,Southeast,,70,78012.85
apartment,|Brasil|Minas Gerais|Belo Horizonte|Sion|,Southeast,"-19.956485,-43.937556",155,277725.76
apartment,|Brasil|Minas Gerais|Belo Horizonte|,Southeast,"-19.900673,-43.930431",55,93615.42
apartment,|Brasil|Minas Gerais|Uberlândia|,Southeast,"-18.922593,-48.260276",72,92055.17
apartment,|Brasil|Minas Gerais|Belo Horizonte|Buritis|,Southeast,"-19.9713,-43.969574",148,171628.28
apartment,|Brasil|Minas Gerais|Belo Horizonte|Sion|,Southeast,"-19.953047,-43.934128",120,149784.68
apartment,|Brasil|Minas Gerais|Belo Horizonte|São Pedro|,Southeast,"-19.950385,-43.938894",95,124820.57
apartment,|Brasil|Minas Gerais|Belo Horizonte|,Southeast,"-19.944574,-43.945984",55,140423.14
apartment,|Brasil|Minas Gerais|Belo Horizonte|Serra|,Southeast,"-19.953848,-43.912674",220,296448.85
apartment,|Brasil|Minas Gerais|Belo Horizonte|Padre Eustáquio|,Southeast,"-19.911192,-43.974663",70,78012.85
apartment,|Brasil|Minas Gerais|Belo Horizonte|Jaraguá|,Southeast,"-19.87273,-43.957291",81,125569.49
house,|Brasil|Minas Gerais|Belo Horizonte|Padre Eustáquio|,Southeast,"-19.921909,-43.977829",107,124820.57
apartment,|Brasil|Minas Gerais|Belo Horizonte|Belvedere|,Southeast,"-19.974264,-43.940655",70,168507.77
apartment,|Brasil|Minas Gerais|Uberlândia|,Southeast,"-18.913077,-48.253524",70,85502.09
apartment,|Brasil|Minas Gerais|Belo Horizonte|São Pedro|,Southeast,,185,212194.96
apartment,|Brasil|Minas Gerais|Belo Horizonte|Buritis|,Southeast,"-19.961142,-43.965134",90,96735.94
apartment,|Brasil|Minas Gerais|Belo Horizonte|,Southeast,"-19.84436,-43.939278",83,118579.54
apartment,|Brasil|Minas Gerais|Belo Horizonte|,Southeast,"-19.911783,-43.913429",85,118579.54
apartment,|Brasil|Minas Gerais|Belo Horizonte|Funcionários|,Southeast,"-19.938793,-43.932907",79,349933.22
apartment,|Brasil|Minas Gerais|Belo Horizonte|Buritis|,Southeast,"-19.980564,-43.977825",76,107657.74
apartment,|Brasil|Minas Gerais|Belo Horizonte|Castelo|,Southeast,,70,84253.88
apartment,|Brasil|Minas Gerais|Belo Horizonte|Lourdes|,Southeast,"-19.935669,-43.940399",116,221556.51
apartment,|Brasil|Minas Gerais|Belo Horizonte|Cidade Jardim|,Southeast,"-19.950899,-43.95536",120,216875.74
apartment,|Brasil|Minas Gerais|Belo Horizonte|Jaraguá|,Southeast,"-19.855978,-43.955601",75,122948.26
apartment,|Brasil|Minas Gerais|Nova Lima|Vale dos Cristais|,Southeast,"-19.992081,-43.927385",117,248080.88
apartment,|Brasil|Minas Gerais|Belo Horizonte|Barro Preto|,Southeast,"-19.921827,-43.954567",100,121700.05
apartment,|Brasil|Minas Gerais|Belo Horizonte|Buritis|,Southeast,"-19.973309,-43.970669",126,209074.45
house,|Brasil|Minas Gerais|Belo Horizonte|Jaraguá|,Southeast,"-19.863733,-43.952255",180,287087.31
apartment,|Brasil|Minas Gerais|Belo Horizonte|Anchieta|,Southeast,"-19.951347,-43.927915",110,296448.85
apartment,|Brasil|Minas Gerais|Belo Horizonte|São Pedro|,Southeast,"-19.950008,-43.938229",63,117019.28
apartment,|Brasil|Minas Gerais|Belo Horizonte|,Southeast,"-19.868444,-43.931419",80,102976.97
apartment,|Brasil|Minas Gerais|Belo Horizonte|,Southeast,"-19.898773,-43.931648",90,113898.77
apartment,|Brasil|Minas Gerais|Belo Horizonte|Luxemburgo|,Southeast,"-19.951384,-43.956963",142,187230.85
apartment,|Brasil|Minas Gerais|Belo Horizonte|Santo Agostinho|,Southeast,"-19.919079,-43.944191",130,227797.54
house,|Brasil|Minas Gerais|Belo Horizonte|Sion|,Southeast,"-19.949953,-43.936035",171,436871.99
apartment,|Brasil|Minas Gerais|Belo Horizonte|Funcionários|,Southeast,"-19.921211,-43.926987",85,365100.16
apartment,|Brasil|Minas Gerais|Poços de Caldas|,Southeast,"-21.7878811,-46.568951",60,99425.54
apartment,|Brasil|Minas Gerais|Belo Horizonte|Gutierrez|,Southeast,"-19.938574,-43.960453",125,268364.22
apartment,|Brasil|Minas Gerais|Belo Horizonte|Funcionários|,Southeast,"-19.938253,-43.935932",180,265243.71
apartment,|Brasil|Minas Gerais|Belo Horizonte|Lourdes|,Southeast,"-19.930971,-43.94487",130,249641.14
apartment,|Brasil|Minas Gerais|Belo Horizonte|Sion|,Southeast,"-19.956665,-43.938538",95,193471.88
house,|Brasil|Minas Gerais|Nova Lima|,Southeast,"-20.108986,-43.905514",236,374461.71
apartment,|Brasil|Minas Gerais|Belo Horizonte|São Lucas|,Southeast,"-19.930571,-43.913094",80,99856.45
apartment,|Brasil|Minas Gerais|Belo Horizonte|Barro Preto|,Southeast,"-19.930971,-43.94487",63,88934.65
apartment,|Brasil|Minas Gerais|Belo Horizonte|Sion|,Southeast,"-19.956026,-43.933781",110,224677.02
apartment,|Brasil|Minas Gerais|Belo Horizonte|Gutierrez|,Southeast,"-19.942211,-43.957344",150,215315.48
apartment,|Brasil|Minas Gerais|Belo Horizonte|Prado|,Southeast,"-19.925079,-43.96394",115,249641.14
apartment,|Brasil|Minas Gerais|Belo Horizonte|Gutierrez|,Southeast,"-19.938009,-43.958969",140,224677.02
apartment,|Brasil|Minas Gerais|Belo Horizonte|São Pedro|,Southeast,"-19.944771,-43.938751",90,134182.11
apartment,|Brasil|Minas Gerais|Belo Horizonte|,Southeast,"-19.852413,-43.932911",90,118579.54
house,|Brasil|Minas Gerais|Betim|,Southeast,"-19.973692,-44.208012",220,218435.99
apartment,|Brasil|Minas Gerais|Belo Horizonte|Cidade Jardim|,Southeast,"-19.944471,-43.950581",110,154465.45
apartment,|Brasil|Minas Gerais|Belo Horizonte|Nova Granada|,Southeast,"-19.939812,-43.97123",55,85814.14
apartment,|Brasil|Minas Gerais|Belo Horizonte|,Southeast,"-19.875216,-43.935848",98,171628.28
apartment,|Brasil|Minas Gerais|Belo Horizonte|,Southeast,"-19.942538,-43.9417",135,215315.48
apartment,|Brasil|Minas Gerais|Belo Horizonte|Jaraguá|,Southeast,,125,174748.79
apartment,|Brasil|Minas Gerais|Belo Horizonte|,Southeast,"-19.935434,-43.980824",80,115459.02
apartment,|Brasil|Minas Gerais|Belo Horizonte|Serra|,Southeast,"-19.939054,-43.919888",130,299569.36
apartment,|Brasil|Minas Gerais|Belo Horizonte|Belvedere|,Southeast,"-19.974264,-43.940655",68,180989.82
apartment,|Brasil|Minas Gerais|Belo Horizonte|Buritis|,Southeast,"-19.970627,-43.972694",115,131061.59
apartment,|Brasil|Minas Gerais|Belo Horizonte|Buritis|,Southeast,"-19.971212,-43.959175",102,168507.77
apartment,|Brasil|Minas Gerais|Belo Horizonte|Castelo|,Southeast,"-19.876839,-44.00005",80,101416.71
apartment,|Brasil|Minas Gerais|Belo Horizonte|São Pedro|,Southeast,"-19.950008,-43.938229",130,215315.48
apartment,|Brasil|Minas Gerais|Belo Horizonte|,Southeast,"-19.862173,-43.950129",85,120139.79
apartment,|Brasil|Minas Gerais|Belo Horizonte|Buritis|,Southeast,"-19.976591,-43.968025",100,195656.24
apartment,|Brasil|Minas Gerais|Belo Horizonte|Sagrada Família|,Southeast,"-19.904825,-43.930565",145,185670.59
house,|Brasil|Minas Gerais|Poços de Caldas|,Southeast,,100,75752.79
apartment,|Brasil|Minas Gerais|Poços de Caldas|,Southeast,"-21.8038184,-46.5152335",120,99425.54
apartment,|Brasil|Minas Gerais|Belo Horizonte|Cidade Nova|,Southeast,"-19.886295,-43.924843",165,340136.05
apartment,|Brasil|Minas Gerais|Belo Horizonte|Sagrada Família|,Southeast,"-19.90064,-43.917446",131,127941.08
apartment,|Brasil|Minas Gerais|Belo Horizonte|,Southeast,"-19.872746,-43.940617",164,142919.55
apartment,|Brasil|Minas Gerais|Belo Horizonte|Cidade Nova|,Southeast,"-19.884396,-43.924484",120,193471.88
apartment,|Brasil|Minas Gerais|Belo Horizonte|,Southeast,"-19.869539,-43.916245",120,165387.25
apartment,|Brasil|Minas Gerais|Belo Horizonte|Serra|,Southeast,,130,131061.59
apartment,|Brasil|Minas Gerais|Belo Horizonte|Buritis|,Southeast,"-19.973635,-43.961685",79,117019.28
apartment,|Brasil|Minas Gerais|Belo Horizonte|,Southeast,"-19.965567,-43.950832",95,137302.62
apartment,|Brasil|Minas Gerais|Belo Horizonte|Buritis|,Southeast,"-19.978537,-43.972641",85,149784.68
apartment,|Brasil|Minas Gerais|Belo Horizonte|Buritis|,Southeast,"-19.962135,-43.974659",58,78012.85
apartment,|Brasil|Minas Gerais|Belo Horizonte|Buritis|,Southeast,"-19.975042,-43.96283",107,196592.39
apartment,|Brasil|Minas Gerais|Belo Horizonte|Buritis|,Southeast,"-19.961142,-43.965134",105,143543.65
apartment,|Brasil|Minas Gerais|Belo Horizonte|,Southeast,,68,120139.79
apartment,|Brasil|Minas Gerais|Belo Horizonte|Funcionários|,Southeast,"-19.934652,-43.932949",140,483679.71
house,|Brasil|Minas Gerais|Belo Horizonte|,Southeast,"-19.83222,-43.99287",120,154661.95
apartment,|Brasil|Minas Gerais|Belo Horizonte|Padre Eustáquio|,Southeast,"-19.919086,-43.972435",80,152905.19
apartment,|Brasil|Minas Gerais|Belo Horizonte|Padre Eustáquio|,Southeast,"-19.912947,-43.984196",90,142264.24
apartment,|Brasil|Minas Gerais|Belo Horizonte|Santo Agostinho|,Southeast,"-19.931278,-43.952976",85,120139.79
apartment,|Brasil|Minas Gerais|Belo Horizonte|,Southeast,"-19.94981,-43.943324",83,155713.66
apartment,|Brasil|Minas Gerais|Poços de Caldas|,Southeast,"-21.7978269,-46.5686368",90,110472.82
apartment,|Brasil|Minas Gerais|Belo Horizonte|Havaí|,Southeast,"-19.954792,-43.977425",68,92055.17
apartment,|Brasil|Minas Gerais|Belo Horizonte|Cidade Nova|,Southeast,"-19.885065,-43.922215",90,124820.57
apartment,|Brasil|Minas Gerais|Belo Horizonte|Funcionários|,Southeast,"-19.930576,-43.923805",130,280846.28
apartment,|Brasil|Minas Gerais|Belo Horizonte|Sion|,Southeast,"-19.944925,-43.93055",174,234038.56
apartment,|Brasil|Minas Gerais|Belo Horizonte|Serra|,Southeast,"-19.938972,-43.92263",109,277725.76
house,|Brasil|Minas Gerais|Belo Horizonte|Santa Amélia|,Southeast,"-19.841803,-43.988926",220,236411.84
apartment,|Brasil|Minas Gerais|Belo Horizonte|Funcionários|,Southeast,"-19.936567,-43.942039",95,296448.85
apartment,|Brasil|Minas Gerais|Belo Horizonte|Cidade Jardim|,Southeast,"-19.950899,-43.95536",120,265243.71
apartment,|Brasil|Minas Gerais|Belo Horizonte|Belvedere|,Southeast,"-19.974264,-43.940655",68,224677.02
apartment,|Brasil|Minas Gerais|Belo Horizonte|Santa Efigênia|,Southeast,"-19.922323,-43.904324",58,87374.39
apartment,|Brasil|Minas Gerais|Belo Horizonte|Centro|,Southeast,,80,93615.42
apartment,|Brasil|Minas Gerais|Belo Horizonte|Funcionários|,Southeast,"-19.929073,-43.928181",156,149784.68
apartment,|Brasil|Minas Gerais|Belo Horizonte|Serra|,Southeast,"-19.937283,-43.918285",69,190351.36
apartment,|Brasil|Minas Gerais|Belo Horizonte|Buritis|,Southeast,"-19.971008,-43.968487",97,156025.71
apartment,|Brasil|Minas Gerais|Uberlândia|,Southeast,"-18.926039,-48.269848",108,143543.65
apartment,|Brasil|Minas Gerais|Nova Lima|,Southeast,"-20.108986,-43.905514",73,131061.59
apartment,|Brasil|Minas Gerais|Poços de Caldas|,Southeast,"-21.7897151581,-46.5860849497",85,85221.89
apartment,|Brasil|Minas Gerais|Belo Horizonte|Jardim América|,Southeast,"-19.933216,-43.979431",63,93615.42
apartment,|Brasil|Minas Gerais|Belo Horizonte|Gutierrez|,Southeast,"-19.942211,-43.957344",107,219608.68
apartment,|Brasil|Minas Gerais|Belo Horizonte|Serra|,Southeast,"-19.941496,-43.922215",80,109217.99
apartment,|Brasil|Minas Gerais|Belo Horizonte|Cidade Jardim|,Southeast,"-19.943445,-43.954422",190,305810.39
apartment,|Brasil|Minas Gerais|Belo Horizonte|Silveira|,Southeast,"-19.89476,-43.931461",94,185670.59
apartment,|Brasil|Minas Gerais|Belo Horizonte|Santa Lúcia|,Southeast,"-19.960369,-43.948536",170,215315.48
apartment,|Brasil|Minas Gerais|Belo Horizonte|Luxemburgo|,Southeast,"-19.95008,-43.955551",100,171628.28
apartment,|Brasil|Minas Gerais|Belo Horizonte|Cidade Jardim|,Southeast,"-19.946831,-43.954407",160,243400.11
